|Unnamed: 0|Unnamed: 0.1|level_0|Unnamed: 0.1.1|index|Id|SepalLengthCm|SepalWidthCm|PetalLengthCm|PetalWidthCm|Species
982|982|982|172|172|75|76|6.6|3.0|4.4|1.4|Iris-versicolor
983|983|983|100|100|42|43|4.4|3.2|1.3|0.2|Iris-setosa
984|984|984|240|5555555555|102|103|7.1|3.0|5.9|2.1|Iris-virginica
985|985|985|249|249|67|68|5.8|2.7|4.1|1.0|Iris-versicolor
986|986|986|742|742|32|33|5.2|4.1|1.5|0.1|Iris-setosa
987|987|987|84|84|-44444|6|5.4|3.9|1.7|0.4|Iris-setosa
988|988|988|572|572|92|93|5.8|2.6|4.0|1.2|Iris-versicolor
989|989|989|426|426|59|60|5.2|2.7|3.9|1.4|Iris-versicolor
990|990|990|717|717|122|123|7.7|2.8|6.7|2.0|Iris-virginica
991|991|991|Allez au boulot ! :)|26|135|136|7.7|3.0|6.1|2.3|Iris-virginica
992|992|992|85|85|41|42|4.5|2.3|1.3|0.3|Iris-setosa
993|993|993|255|255|90|91|5.5|2.6|4.4|1.2|Iris-versicolor
994|994|994|700|700|67|68|5.8|2.7|4.1|1.0|Iris-versicolor
995|995|995|260|260|84|85|5.4|3.0|4.5|1.5|Iris-versicolor
996|996|996|57|57|113|114|5.7|2.5|5.0|2.0|Iris-virginica
997|997|997|374|374|60|61|5.0|2.0|3.5|1.0|Iris-versicolor
998|998|998|721|721|3|4|4.6|3.1|1.5|0.2|Iris-setosa
999|999|999|477|477|95|96|5.7|3.0|4.2|1.2|Iris-versicolor
1000|1000|1000|704|704|26|27|5.0|3.4|1.6|0.4|Iris-setosa
1001|1001|1001|145|145|149|150|5.9|3.0|5.1|1.8|Iris-virginica
1002|1002|1002|549|549|29|30|4.7|3.2|1.6|0.2|Iris-setosa
1003|1003|1003|280|280|142|143|5.8|2.7|5.1|1.9|Iris-virginica
1004|1004|1004|437|437|6|7|4.6|3.4|1.4|0.3|Iris-setosa
1005|1005|1005|236|236|13|14|4.3|3.0|1.1|0.1|Iris-setosa
1006|1006|1006|592|592|141|142|6.9|3.1|5.1|2.3|Iris-virginica
1007|1007|1007|98|98|7|8|5.0|3.4|1.5|0.2|Iris-setosa
1008|1008|1008|135|135|90|91|5.5|2.6|4.4|1.2|Iris-versicolor
1009|1009|1009|11|11|113|114|5.7|2.5|5.0|2.0|Iris-virginica
1010|1010|1010|186|186|50|51|7.0|3.2|4.7|1.4|Iris-versicolor
1011|1011|1011|349|349|78|79|6.0|2.9|4.5|1.5|Iris-versicolor
1012|1012|1012|173|173|111|112|6.4|2.7|5.3|1.9|Iris-virginica
1013|1013|1013|Allez au boulot ! :)|461|79|80|5.7|2.6|3.5|1.0|Iris-versicolor
1014|1014|1014|59|59|118|119|7.7|2.6|6.9|2.3|Iris-virginica
1015|1015|1015|550|550|145|146|6.7|3.0|5.2|2.3|Iris-virginica
1016|1016|1016|224|224|10|11|5.4|3.7|1.5|0.2|Iris-setosa
1017|1017|1017|345|345|18|19|5.7|3.8|1.7|0.3|Iris-setosa
1018|1018|1018|124|124|102|103|7.1|3.0|5.9|2.1|Iris-virginica
1019|1019|1019|163|163|9|10|4.9|3.1|1.5|0.1|Iris-setosa
1020|1020|1020|334|334|120|121|6.9|3.2|5.7|2.3|Iris-virginica
1021|1021|1021|494|494|2|3|4.7|3.2|1.3|0.2|Iris-setosa
1022|1022|1022|623|623|129|130|7.2|3.0|5.8|1.6|Iris-virginica
1023|1023|1023|397|397|72|73|6.3|2.5|4.9|1.5|Iris-versicolor
1024|1024|1024|45|5555555555|24|25|4.8|3.4|1.9|0.2|Iris-setosa
1025|1025|1025|427|427|12|13|4.8|3.0|1.4|0.1|Iris-setosa
1026|1026|1026|234|234|122|123|7.7|2.8|6.7|2.0|Iris-virginica
1027|1027|1027|154|154|73|74|6.1|2.8|4.7|1.2|Iris-versicolor
1028|1028|1028|394|394|88|89|5.6|3.0|4.1|1.3|Iris-versicolor
1029|1029|1029|360|360|18|19|5.7|3.8|1.7|0.3|Iris-setosa
1030|1030|1030|355|355|68|69|6.2|2.2|4.5|1.5|Iris-versicolor
1031|1031|1031|372|372|51|52|6.4|3.2|4.5|1.5|Iris-versicolor
1032|1032|1032|335|335|146|147|6.3|2.5|5.0|1.9|Iris-virginica
1033|1033|1033|388|388|105|106|7.6|3.0|6.6|2.1|Iris-virginica
1034|1034|1034|607|607|111|112|6.4|2.7|5.3|1.9|Iris-virginica
1035|1035|1035|614|614|142|143|5.8|2.7|5.1|1.9|Iris-virginica
1036|1036|1036|478|478|107|108|7.3|2.9|6.3|1.8|Iris-virginica
1037|1037|1037|551|551|63|64|6.1|2.9|4.7|1.4|Iris-versicolor
1038|1038|1038|221|221|113|114|5.7|2.5|5.0|2.0|Iris-virginica
1039|1039|1039|275|275|131|132|7.9|3.8|6.4|2.0|Iris-virginica
1040|1040|1040|471|471|88|89|5.6|3.0|4.1|1.3|Iris-versicolor
1041|1041|1041|278|278|91|92|6.1|3.0|4.6|1.4|Iris-versicolor
1042|1042|1042|Allez au boulot ! :)|83|47|48|4.6|3.2|1.4|0.2|Iris-setosa
1043|1043|1043|386|386|1|nan|4.9|3.0|1.4|0.2|Iris-setosa
1044|1044|1044|718|718|Allez au boulot ! :)|97|5.7|2.9|4.2|1.3|Iris-versicolor
1045|1045|1045|736|736|124|125|6.7|3.3|5.7|2.1|Iris-virginica
1046|1046|1046|575|575|97|98|6.2|2.9|4.3|1.3|Iris-versicolor
1047|1047|1047|571|571|12|13|4.8|3.0|1.4|0.1|Iris-setosa
1048|1048|1048|260|260|84|85|5.4|3.0|4.5|1.5|Iris-versicolor
1049|1049|1049|331|331|5|6|5.4|3.9|1.7|0.4|Iris-setosa
1050|1050|1050|308|308|Allez au boulot ! :)|139|6.0|3.0|4.8|1.8|Iris-virginica
1051|1051|1051|394|394|88|89|5.6|3.0|4.1|1.3|Iris-versicolor
1052|1052|1052|69|69|22|23|4.6|3.6|1.0|0.2|Iris-setosa
1053|1053|1053|175|175|10|11|5.4|3.7|1.5|0.2|Iris-setosa
1054|1054|1054|170|170|115|116|6.4|3.2|5.3|2.3|Iris-virginica
1055|1055|1055|577|577|74|75|6.4|2.9|4.3|1.3|Iris-versicolor
1056|1056|1056|244|244|106|107|4.9|2.5|4.5|1.7|Iris-virginica
1057|1057|1057|12|12|63|64|6.1|2.9|4.7|1.4|Iris-versicolor
1058|1058|1058|20|20|65|66|6.7|3.1|4.4|1.4|Iris-versicolor
1059|1059|1059|Allez au boulot ! :)|749|94|95|5.6|2.7|4.2|1.3|Iris-versicolor
1060|1060|1060|289|289|68|69|6.2|2.2|4.5|1.5|Iris-versicolor
1061|1061|1061|282|282|136|137|6.3|3.4|5.6|2.4|Iris-virginica
1062|1062|1062|88|88|28|29|None|3.4|1.4|0.2|Iris-setosa
1063|1063|1063|405|405|65|66|6.7|3.1|4.4|1.4|Iris-versicolor
1064|1064|1064|155|155|146|147|6.3|2.5|5.0|1.9|Iris-virginica
1065|1065|1065|126|126|139|140|6.9|3.1|5.4|2.1|Iris-virginica
1066|1066|1066|53|53|39|40|5.1|3.4|1.5|0.2|Iris-setosa
1067|1067|1067|673|673|53|54|5.5|2.3|4.0|1.3|Iris-versicolor
1068|1068|1068|710|710|131|132|7.9|3.8|6.4|2.0|Iris-virginica
1069|1069|1069|196|196|57|58|4.9|2.4|3.3|1.0|Iris-versicolor
1070|1070|1070|169|169|120|121|6.9|3.2|5.7|2.3|Iris-virginica
1071|1071|1071|318|318|45|46|4.8|3.0|1.4|0.3|Iris-setosa
1072|1072|1072|657|657|98|99|5.1|2.5|3.0|1.1|Iris-versicolor
1073|1073|1073|9|9|95|96|None|3.0|4.2|1.2|Iris-versicolor
1074|1074|1074|124|124|102|103|7.1|3.0|5.9|2.1|Iris-virginica
1075|1075|1075|660|660|145|146|6.7|3.0|5.2|2.3|Iris-virginica
1076|1076|1076|370|370|126|127|6.2|2.8|4.8|1.8|Iris-virginica
1077|1077|1077|404|404|120|121|6.9|3.2|5.7|2.3|Iris-virginica
1078|1078|1078|376|376|145|146|6.7|3.0|5.2|2.3|Iris-virginica
1079|1079|1079|358|358|114|nan|5.8|2.8|5.1|2.4|Iris-virginica
1080|1080|1080|574|574|68|69|6.2|2.2|4.5|1.5|Iris-versicolor
1081|1081|1081|542|542|112|113|6.8|3.0|5.5|2.1|Iris-virginica
1082|1082|1082|255|255|90|91|5.5|2.6|4.4|1.2|Iris-versicolor
1083|1083|1083|387|387|71|72|6.1|2.8|4.0|1.3|Iris-versicolor
1084|1084|1084|213|213|9|10|4.9|3.1|1.5|0.1|Iris-setosa
1085|1085|1085|50|50|41|42|4.5|2.3|1.3|0.3|Iris-setosa
1086|1086|1086|704|704|26|27|5.0|3.4|1.6|0.4|Iris-setosa
1087|1087|1087|428|428|116|117|6.5|3.0|5.5|1.8|Iris-virginica
1088|1088|1088|746|746|19|20|5.1|3.8|1.5|0.3|Iris-setosa
1089|1089|1089|320|320|31|32|5.4|3.4|1.5|0.4|Iris-setosa
1090|1090|1090|482|482|63|64|6.1|2.9|4.7|1.4|Iris-versicolor
1091|1091|1091|116|116|93|94|5.0|2.3|3.3|1.0|Iris-versicolor
1092|1092|1092|195|195|49|50|5.0|3.3|1.4|0.2|Iris-setosa
1093|1093|1093|632|632|28|29|5.2|3.4|1.4|0.2|Iris-setosa
1094|1094|1094|112|112|73|74|6.1|2.8|4.7|1.2|Iris-versicolor
1095|1095|1095|Allez au boulot ! :)|677|93|94|5.0|2.3|3.3|1.0|Iris-versicolor
1096|1096|1096|112|112|73|74|6.1|2.8|4.7|1.2|Iris-versicolor
1097|1097|1097|509|509|128|129|6.4|2.8|5.6|2.1|Iris-virginica
1098|1098|1098|190|190|101|102|5.8|2.7|5.1|1.9|Iris-virginica
1099|1099|1099|432|432|61|62|5.9|3.0|4.2|1.5|Iris-versicolor
1100|1100|1100|497|497|35|36|5.0|3.2|1.2|0.2|Iris-setosa
1101|1101|1101|401|401|135|136|7.7|3.0|6.1|2.3|Iris-virginica
1102|1102|1102|686|686|6|7|4.6|3.4|1.4|0.3|Iris-setosa
1103|1103|1103|29|29|128|129|6.4|2.8|5.6|2.1|Iris-virginica
1104|1104|1104|188|188|7|8|5.0|3.4|1.5|0.2|Iris-setosa
1105|1105|1105|256|256|78|79|6.0|2.9|4.5|1.5|Iris-versicolor
1106|1106|1106|51|51|6|7|4.6|3.4|1.4|0.3|Iris-setosa
1107|1107|1107|749|749|94|95|5.6|2.7|4.2|1.3|Iris-versicolor
1108|1108|1108|580|580|34|35|4.9|3.1|1.5|0.1|Iris-setosa
1109|1109|1109|485|485|112|113|6.8|3.0|5.5|2.1|Iris-virginica
1110|1110|1110|671|671|30|31|4.8|3.1|1.6|0.2|Iris-setosa
1111|1111|1111|Allez au boulot ! :)|345|18|19|5.7|3.8|1.7|0.3|Iris-setosa
1112|1112|1112|456|Allez au boulot ! :)|148|149|6.2|3.4|5.4|2.3|Iris-virginica
1113|1113|1113|113|113|104|105|6.5|3.0|5.8|2.2|Iris-virginica
1114|1114|1114|281|281|13|nan|4.3|3.0|1.1|0.1|Iris-setosa
1115|1115|1115|118|5555555555|68|69|6.2|2.2|4.5|1.5|Iris-versicolor
1116|1116|1116|439|439|82|83|5.8|2.7|3.9|1.2|Iris-versicolor
1117|1117|1117|736|736|124|125|6.7|3.3|5.7|2.1|Iris-virginica
1118|1118|1118|693|693|17|18|5.1|3.5|1.4|0.3|Iris-setosa
1119|1119|1119|49|49|34|35|4.9|3.1|1.5|0.1|Iris-setosa
1120|1120|1120|520|520|Allez au boulot ! :)|127|6.2|2.8|4.8|1.8|Iris-virginica
1121|1121|1121|664|664|59|60|5.2|2.7|3.9|1.4|Iris-versicolor
1122|1122|1122|74|74|92|93|5.8|2.6|4.0|1.2|Iris-versicolor
1123|1123|1123|215|215|65|66|6.7|3.1|4.4|1.4|Iris-versicolor
1124|1124|1124|19|19|120|121|6.9|3.2|5.7|2.3|Iris-virginica
1125|1125|1125|291|291|108|109|6.7|2.5|5.8|1.8|Iris-virginica
1126|1126|1126|514|514|69|70|5.6|2.5|3.9|1.1|Iris-versicolor
1127|1127|1127|300|300|118|119|7.7|2.6|6.9|2.3|Iris-virginica
1128|1128|1128|393|393|54|55|6.5|2.8|4.6|1.5|Iris-versicolor
1129|1129|1129|Allez au boulot ! :)|298|50|51|7.0|3.2|4.7|1.4|Iris-versicolor
1130|1130|1130|443|443|32|33|5.2|4.1|1.5|0.1|Iris-setosa
1131|1131|1131|240|240|102|103|7.1|3.0|5.9|2.1|Iris-virginica
1132|1132|1132|395|395|100|101|6.3|3.3|6.0|2.5|Iris-virginica
1133|1133|1133|546|546|34|35|4.9|3.1|1.5|0.1|Iris-setosa
1134|1134|1134|10|10|134|135|6.1|2.6|5.6|1.4|Iris-virginica
1135|1135|1135|620|620|76|77|6.8|2.8|4.8|1.4|Iris-versicolor
1136|1136|1136|657|657|98|99|5.1|2.5|3.0|1.1|Iris-versicolor
1137|1137|1137|28|28|97|98|6.2|2.9|4.3|1.3|Iris-versicolor
1138|1138|1138|66|66|100|101|6.3|3.3|6.0|2.5|Iris-virginica
1139|1139|1139|443|443|32|33|5.2|4.1|1.5|0.1|Iris-setosa
1140|1140|1140|375|375|79|80|5.7|2.6|3.5|1.0|Iris-versicolor
1141|1141|1141|105|105|28|29|5.2|3.4|1.4|0.2|Iris-setosa
1142|1142|1142|600|600|16|17|5.4|3.9|1.3|0.4|Iris-setosa
1143|1143|1143|196|196|57|58|4.9|2.4|3.3|1.0|Iris-versicolor
1144|1144|1144|17|17|116|117|6.5|3.0|5.5|1.8|Iris-virginica
1145|1145|1145|46|46|115|116|6.4|3.2|5.3|2.3|Iris-virginica
1146|1146|1146|544|544|23|24|5.1|3.3|1.7|0.5|Iris-setosa
1147|1147|1147|636|636|36|37|5.5|3.5|1.3|0.2|Iris-setosa
1148|1148|1148|121|121|8|9|4.4|2.9|1.4|0.2|Iris-setosa
1149|1149|1149|263|263|54|55|6.5|2.8|4.6|1.5|Iris-versicolor
1150|1150|1150|166|166|15|16|5.7|4.4|1.5|0.4|Iris-setosa
1151|1151|1151|119|119|8|9|4.4|2.9|1.4|0.2|Iris-setosa
1152|1152|1152|446|Allez au boulot ! :)|127|128|6.1|3.0|4.9|1.8|Iris-virginica
1153|1153|1153|158|158|60|61|5.0|2.0|3.5|1.0|Iris-versicolor
1154|1154|1154|95|95|53|54|5.5|2.3|4.0|1.3|Iris-versicolor
1155|1155|1155|345|345|18|19|5.7|3.8|1.7|0.3|Iris-setosa
1156|1156|1156|248|248|125|126|7.2|3.2|6.0|1.8|Iris-virginica
1157|1157|1157|470|470|40|41|5.0|3.5|1.3|0.3|Iris-setosa
1158|1158|1158|739|739|70|71|5.9|3.2|4.8|1.8|Iris-versicolor
1159|1159|1159|431|431|133|134|6.3|2.8|5.1|1.5|Iris-virginica
1160|1160|1160|35|35|32|33|5.2|4.1|1.5|0.1|Iris-setosa
1161|1161|1161|399|Allez au boulot ! :)|69|70|5.6|2.5|3.9|1.1|Iris-versicolor
1162|1162|1162|573|573|3|4|4.6|3.1|1.5|0.2|Iris-setosa
1163|1163|1163|86|86|77|78|6.7|3.0|5.0|1.7|Iris-versicolor
1164|1164|1164|742|742|32|33|5.2|4.1|1.5|0.1|Iris-setosa
1165|1165|1165|41|41|101|102|5.8|2.7|5.1|1.9|Iris-virginica
1166|1166|1166|445|445|100|101|6.3|3.3|6.0|2.5|Iris-virginica
1167|1167|1167|260|260|84|85|5.4|3.0|4.5|1.5|Iris-versicolor
1168|1168|1168|306|306|65|66|6.7|3.1|4.4|1.4|Iris-versicolor
1169|1169|1169|581|581|16|17|5.4|3.9|1.3|0.4|Iris-setosa
1170|1170|1170|418|418|10|11|5.4|3.7|1.5|0.2|Iris-setosa
1171|1171|1171|568|568|144|145|6.7|3.3|5.7|2.5|Iris-virginica
1172|1172|1172|306|306|65|66|6.7|3.1|4.4|1.4|Iris-versicolor
1173|1173|1173|285|285|48|49|5.3|3.7|1.5|0.2|Iris-setosa
1174|1174|1174|348|348|45|46|4.8|3.0|1.4|0.3|Iris-setosa
1175|1175|1175|728|728|7|8|5.0|3.4|1.5|0.2|Iris-setosa
1176|1176|1176|225|225|83|84|6.0|2.7|5.1|1.6|Iris-versicolor
1177|1177|1177|231|231|58|59|6.6|2.9|4.6|1.3|Iris-versicolor
1178|1178|1178|673|673|53|54|5.5|2.3|4.0|1.3|Iris-versicolor
1179|1179|1179|385|385|6|7|4.6|3.4|1.4|0.3|Iris-setosa
1180|1180|1180|658|658|64|65|5.6|2.9|3.6|1.3|Iris-versicolor
1181|1181|1181|360|360|18|19|5.7|3.8|1.7|0.3|Iris-setosa
1182|1182|1182|269|269|21|22|5.1|3.7|1.5|0.4|Iris-setosa
1183|1183|1183|168|168|83|84|6.0|2.7|5.1|1.6|Iris-versicolor
1184|1184|1184|Allez au boulot ! :)|598|25|26|5.0|3.0|1.6|0.2|Iris-setosa
1185|1185|1185|474|474|86|87|6.7|3.1|4.7|1.5|Iris-versicolor
1186|1186|1186|156|156|0|1|5.1|3.5|1.4|0.2|Iris-setosa
1187|1187|1187|407|407|80|81|5.5|2.4|3.8|1.1|Iris-versicolor
1188|1188|1188|643|643|Allez au boulot ! :)|68|5.8|2.7|4.1|1.0|Iris-versicolor
1189|1189|1189|383|383|44|45|None|3.8|1.9|0.4|Iris-setosa
1190|1190|1190|81|81|60|61|5.0|2.0|3.5|1.0|Iris-versicolor
1191|1191|1191|696|696|76|77|6.8|2.8|4.8|1.4|Iris-versicolor
1192|1192|1192|2|2|121|122|5.6|2.8|4.9|2.0|Iris-virginica
1193|1193|1193|408|408|117|118|7.7|3.8|6.7|2.2|Iris-virginica
1194|1194|1194|289|289|68|69|6.2|2.2|4.5|1.5|Iris-versicolor
1195|1195|1195|620|620|76|77|6.8|2.8|4.8|1.4|Iris-versicolor
1196|1196|1196|227|227|111|112|6.4|2.7|5.3|1.9|Iris-virginica
1197|1197|1197|706|706|25|26|5.0|3.0|1.6|0.2|Iris-setosa
1198|1198|1198|22|22|24|25|4.8|3.4|1.9|0.2|Iris-setosa
1199|1199|1199|720|720|24|25|4.8|3.4|1.9|0.2|Iris-setosa
1200|1200|1200|689|689|5|6|5.4|3.9|1.7|0.4|Iris-setosa
1201|1201|1201|364|364|112|113|6.8|3.0|5.5|2.1|Iris-virginica
1202|1202|1202|415|415|109|110|7.2|3.6|6.1|2.5|Iris-virginica
1203|1203|1203|23|23|102|103|7.1|3.0|5.9|2.1|Iris-virginica
1204|1204|1204|650|650|21|22|5.1|3.7|1.5|0.4|Iris-setosa
1205|1205|1205|638|638|-44444|36|5.0|3.2|1.2|0.2|Iris-setosa
1206|1206|1206|707|707|103|104|6.3|2.9|5.6|1.8|Iris-virginica
1207|1207|1207|369|369|10|11|5.4|3.7|1.5|0.2|Iris-setosa
1208|1208|1208|660|660|145|146|6.7|3.0|5.2|2.3|Iris-virginica
1209|1209|1209|276|276|74|75|6.4|2.9|4.3|1.3|Iris-versicolor
1210|1210|1210|220|220|119|Allez au boulot ! :)|6.0|2.2|5.0|1.5|Iris-virginica
1211|1211|1211|171|171|70|71|5.9|3.2|4.8|1.8|Iris-versicolor
1212|1212|1212|36|36|118|119|7.7|2.6|6.9|2.3|Iris-virginica
1213|1213|1213|214|214|56|57|6.3|3.3|4.7|1.6|Iris-versicolor
1214|1214|1214|501|501|125|126|7.2|3.2|6.0|1.8|Iris-virginica
1215|1215|1215|102|102|110|111|6.5|3.2|5.1|2.0|Iris-virginica
1216|1216|1216|33|33|93|94|5.0|2.3|3.3|1.0|Iris-versicolor
1217|1217|1217|112|112|73|74|6.1|2.8|4.7|1.2|Iris-versicolor
1218|1218|1218|725|725|62|63|6.0|2.2|4.0|1.0|Iris-versicolor
1219|1219|1219|318|318|45|46|4.8|3.0|1.4|0.3|Iris-setosa
1220|1220|1220|269|269|21|22|5.1|3.7|1.5|0.4|Iris-setosa
1221|1221|1221|708|708|48|49|5.3|3.7|1.5|0.2|Iris-setosa
1222|1222|1222|294|294|127|128|6.1|3.0|4.9|1.8|Iris-virginica
1223|1223|1223|524|524|19|20|5.1|3.8|1.5|0.3|Iris-setosa
1224|1224|1224|669|669|66|67|5.6|3.0|4.5|1.5|Iris-versicolor
1225|1225|1225|279|279|126|127|6.2|2.8|4.8|1.8|Iris-virginica
1226|1226|1226|747|747|53|54|5.5|2.3|4.0|1.3|Iris-versicolor
1227|1227|1227|557|557|4|5|5.0|3.6|1.4|0.2|Iris-setosa
1228|1228|1228|560|560|49|50|5.0|3.3|1.4|0.2|Iris-setosa
1229|1229|1229|613|613|21|22|5.1|3.7|1.5|0.4|Iris-setosa
1230|1230|1230|437|437|6|7|4.6|3.4|1.4|0.3|Iris-setosa
1231|1231|1231|144|144|4|5|5.0|3.6|1.4|0.2|Iris-setosa
1232|1232|1232|711|711|131|132|7.9|3.8|6.4|2.0|Iris-virginica
1233|1233|1233|405|405|65|66|6.7|3.1|4.4|1.4|Iris-versicolor
1234|1234|1234|598|598|25|26|5.0|3.0|1.6|0.2|Iris-setosa
1235|1235|1235|436|436|34|35|4.9|3.1|1.5|0.1|Iris-setosa
1236|1236|1236|419|419|12|13|4.8|3.0|1.4|0.1|Iris-setosa
1237|1237|1237|75|75|24|25|4.8|3.4|1.9|0.2|Iris-setosa
1238|1238|1238|34|34|47|48|4.6|3.2|1.4|0.2|Iris-setosa
1239|1239|1239|533|533|28|29|5.2|3.4|1.4|0.2|Iris-setosa
1240|1240|1240|296|296|82|83|5.8|2.7|3.9|1.2|Iris-versicolor
1241|1241|1241|560|560|49|50|5.0|3.3|1.4|0.2|Iris-setosa
1242|1242|1242|391|391|33|34|None|4.2|1.4|0.2|Iris-setosa
1243|1243|1243|133|133|42|43|4.4|3.2|1.3|0.2|Iris-setosa
1244|1244|1244|392|Allez au boulot ! :)|23|24|5.1|3.3|1.7|0.5|Iris-setosa
1245|1245|1245|44|44|57|58|4.9|2.4|3.3|1.0|Iris-versicolor
1246|1246|1246|239|239|9|10|4.9|3.1|1.5|0.1|Iris-setosa
1247|1247|1247|Allez au boulot ! :)|714|89|90|5.5|2.5|4.0|1.3|Iris-versicolor
1248|1248|1248|245|245|96|97|5.7|2.9|4.2|1.3|Iris-versicolor
1249|1249|1249|739|739|70|71|5.9|3.2|4.8|1.8|Iris-versicolor
1250|1250|1250|221|221|113|114|5.7|2.5|5.0|2.0|Iris-virginica
1251|1251|1251|272|272|134|135|6.1|2.6|5.6|1.4|Iris-virginica
1252|1252|1252|94|94|131|132|7.9|3.8|6.4|2.0|Iris-virginica
1253|1253|1253|536|536|87|88|6.3|2.3|4.4|1.3|Iris-versicolor
1254|1254|1254|1|1|92|93|5.8|2.6|4.0|1.2|Iris-versicolor
1255|1255|1255|259|259|-44444|114|5.7|2.5|5.0|2.0|Iris-virginica
1256|1256|1256|584|584|52|53|6.9|3.1|4.9|1.5|Iris-versicolor
1257|1257|1257|139|139|79|80|5.7|2.6|3.5|1.0|Iris-versicolor
1258|1258|1258|503|503|133|134|6.3|2.8|5.1|1.5|Iris-virginica
1259|1259|1259|624|624|37|38|4.9|3.1|1.5|0.1|Iris-setosa
1260|1260|1260|427|427|12|13|4.8|3.0|1.4|0.1|Iris-setosa
1261|1261|1261|220|220|119|120|6.0|2.2|5.0|1.5|Iris-virginica
1262|1262|1262|235|235|80|81|5.5|2.4|3.8|1.1|Iris-versicolor
1263|1263|1263|59|59|118|119|7.7|2.6|6.9|2.3|Iris-virginica
1264|1264|1264|425|425|37|38|4.9|3.1|1.5|0.1|Iris-setosa
1265|1265|1265|100|100|42|43|4.4|3.2|1.3|0.2|Iris-setosa
1266|1266|1266|701|701|132|133|6.4|2.8|5.6|2.2|Iris-virginica
1267|1267|1267|258|258|124|125|6.7|3.3|5.7|2.1|Iris-virginica
1268|1268|1268|351|351|2|3|4.7|3.2|1.3|0.2|Iris-setosa
1269|1269|1269|89|89|126|127|6.2|2.8|4.8|1.8|Iris-virginica
1270|1270|1270|491|491|43|44|5.0|3.5|1.6|0.6|Iris-setosa
1271|1271|1271|217|217|105|106|7.6|3.0|6.6|2.1|Iris-virginica
1272|1272|1272|435|435|41|42|4.5|2.3|1.3|0.3|Iris-setosa
1273|1273|1273|638|638|35|36|5.0|3.2|1.2|0.2|Iris-setosa
1274|1274|1274|61|61|86|87|6.7|3.1|4.7|1.5|Iris-versicolor
1275|1275|1275|292|292|56|57|6.3|3.3|4.7|1.6|Iris-versicolor
1276|1276|1276|430|430|148|149|6.2|3.4|5.4|2.3|Iris-virginica
1277|1277|1277|633|633|129|130|7.2|3.0|5.8|1.6|Iris-virginica
1278|1278|1278|557|557|4|5|5.0|3.6|1.4|0.2|Iris-setosa
1279|1279|1279|226|226|69|nan|5.6|2.5|3.9|1.1|Iris-versicolor
1280|1280|1280|624|624|37|38|4.9|3.1|1.5|0.1|Iris-setosa
1281|1281|1281|480|480|30|31|4.8|3.1|1.6|0.2|Iris-setosa
1282|1282|1282|193|193|18|19|5.7|3.8|1.7|0.3|Iris-setosa
1283|1283|1283|187|187|119|120|6.0|2.2|5.0|1.5|Iris-virginica
1284|1284|1284|347|347|106|107|4.9|2.5|4.5|1.7|Iris-virginica
1285|1285|1285|713|713|52|53|6.9|3.1|4.9|1.5|Iris-versicolor
1286|1286|1286|137|137|74|75|6.4|2.9|4.3|1.3|Iris-versicolor
1287|1287|1287|5|5|89|90|5.5|2.5|4.0|1.3|Iris-versicolor
1288|1288|1288|483|483|39|40|5.1|3.4|1.5|0.2|Iris-setosa
1289|1289|1289|641|641|136|137|6.3|3.4|5.6|2.4|Iris-virginica
1290|1290|1290|457|457|149|150|5.9|3.0|5.1|1.8|Iris-virginica
1291|1291|1291|203|203|11|12|4.8|3.4|1.6|0.2|Iris-setosa
1292|1292|1292|139|139|79|80|5.7|2.6|3.5|1.0|Iris-versicolor
1293|1293|1293|710|710|131|132|7.9|3.8|6.4|2.0|Iris-virginica
1294|1294|1294|253|253|119|120|6.0|2.2|5.0|1.5|Iris-virginica
1295|1295|1295|36|36|118|119|7.7|2.6|6.9|2.3|Iris-virginica
1296|1296|1296|371|371|149|150|5.9|3.0|5.1|1.8|Iris-virginica
1297|1297|1297|633|633|129|130|7.2|3.0|5.8|1.6|Iris-virginica
1298|1298|1298|705|705|31|nan|5.4|3.4|1.5|0.4|Iris-setosa
1299|1299|1299|328|328|66|67|5.6|3.0|4.5|1.5|Iris-versicolor
1300|1300|1300|459|459|137|138|6.4|3.1|5.5|1.8|Iris-virginica
1301|1301|1301|579|579|80|81|5.5|2.4|3.8|1.1|Iris-versicolor
1302|1302|1302|668|668|85|nan|6.0|3.4|4.5|1.6|Iris-versicolor
1303|1303|1303|548|548|88|89|5.6|3.0|4.1|1.3|Iris-versicolor
1304|1304|1304|104|104|67|68|5.8|2.7|4.1|1.0|Iris-versicolor
1305|1305|1305|222|222|120|121|6.9|3.2|5.7|2.3|Iris-virginica
1306|1306|1306|106|106|81|82|5.5|2.4|3.7|1.0|Iris-versicolor
1307|1307|1307|652|652|64|65|5.6|2.9|3.6|1.3|Iris-versicolor
1308|1308|1308|699|699|109|110|7.2|3.6|6.1|2.5|Iris-virginica
1309|1309|1309|513|513|115|116|6.4|3.2|5.3|2.3|Iris-virginica
1310|1310|1310|659|659|121|122|5.6|2.8|4.9|2.0|Iris-virginica
1311|1311|1311|416|416|77|78|None|3.0|5.0|1.7|Iris-versicolor
1312|1312|1312|113|113|104|105|6.5|3.0|5.8|2.2|Iris-virginica
1313|1313|1313|438|438|97|98|6.2|2.9|4.3|1.3|Iris-versicolor
1314|1314|1314|Allez au boulot ! :)|588|111|112|6.4|2.7|5.3|1.9|Iris-virginica
